original_text,encrypted_text
Príliš žlťučký kôň úpäl ďábelské ódy Všetko najlepšie k narodeninám,Fhabym pbqkgaq ahn nfrb iorubiaw gto Lmujae dqzbufmyu a dqhetudydoc
Dobrý deň prajem Život je krásny,Nylbk noh zbktow Osfyd to ubicxi
Ráno múdrejšie večera Bez práce nie sú koláče,Tapq ozftglykg xgsgtc Dgb rtaeg pkg uz mqnasg
Dobrý deň prajem,Itgwf ijc uwfojr
Slovensko je krásna krajina Dobrý deň prajem Príliš žlťučký kôň úpäl ďábelské ódy,Ngjqzinfj ez fmtniv fmvediv Yjwmv yzs kmvezh Kmfgdr ugvplfv fms skwg ntwzgnfb lyt
Slovensko je krásna krajina Ráno múdrejšie večera,Atwdmvasw rm szgavi szirqvi Zgvw uflzmreqm dmymzi
Všetko najlepšie k narodeninám Dobrý deň prajem V našej záhrade rastú krásne kvety,Qrzofj ivegzkrdz f ivmjyzidith Yjwmv yzs kmvezh Q ivrze utcmvyz mvnos fmtniz fqzot
Bez práce nie sú koláče Láska hory prenáša,Jmh xzgkm vqm af swtgym Tgasi pwzg xzmvgei
Kde bolo tam bolo,Lef cpmp ubn cpmp
Kde bolo tam bolo,Lef cpmp ubn cpmp
Kde bolo tam bolo Slovensko je krásna krajina,Qjk huru zgs huru Yrubktyqu pk qxeytg qxgpotg
Ráno múdrejšie večera V našej záhrade rastú krásne kvety Kde bolo tam bolo,Vcrs qbhvinami ziuive Z reain dclvehi vewxb ovcwri ozixc Ohi fsps xeq fsps
Kde bolo tam bolo V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy,Exy vifi nug vifi P huqyd tsbluxy lumnr elsmhy epyns Jlefcq tfuokeu elr rjvf msvyfmea kxs
Dobrý deň prajem Všetko najlepšie k narodeninám,Whukt wxq iktcxf Opxmdh gtcexipbx d gtkhwxgbgrf
Život je krásny Láska hory prenáša Bez práce nie sú koláče,Uylej zu ahoido Boiaq xeho fhudomq Rup fhosu dyu in aebogu
Všetko najlepšie k narodeninám,Bckzqu tgprkvcok q tgxujktotes
Príliš žlťučký kôň úpäl ďábelské ódy Kde bolo tam bolo,Tvopma dpeyuoe ovb btfp wcfipwok uhc Ohi fsps xeq fsps
Slovensko je krásna krajina,Wpszirwos ni ovcwre ovenmre
Slovensko je krásna krajina,Xqtajsxpt oj pwdxsf pwfonsf
Všetko najlepšie k narodeninám,Jkshyc boxzsdkws y bofcrsbwbma
Slovensko je krásna krajina Láska hory prenáša Kde bolo tam bolo,Voryhqvnr mh nubvqd nudmlqd Obvnd krub suhqbzd Ngh eror wdp eror
Všetko najlepšie k narodeninám Život je krásny Láska hory prenáša,Abjypt sfoqjubnj p sfwtijsnsdr Jnaty oj pwdxsd Qdxpf mtwd uwjsdbf
Ráno múdrejšie večera,Nujk itznafsea ramanw
Bez práce nie sú koláče Všetko najlepšie k narodeninám Príliš žlťučký kôň úpäl ďábelské ódy,Hkf vxeik tok yd qurewk Bckzqu tgprkvcok q tgxujktotes Vxqroc frgawqg qxd dvhr yehkryqm wje
Všetko najlepšie k narodeninám Láska hory prenáša,Zaixos renpitami o revshirmrcq Pcwoe lsvc tvircae
Dobrý deň prajem,Nylbk noh zbktow
Bez práce nie sú koláče,Xav lnuya jea ot gkhuma
Život je krásny,Xbohm cx dkrlgr
Všetko najlepšie k narodeninám Dobrý deň prajem Kde bolo tam bolo,Rsapgk jwfhalsea g jwnkzajejui Zkxnw zat lnwfai Gza xkhk pwi xkhk
Všetko najlepšie k narodeninám Príliš žlťučký kôň úpäl ďábelské ódy,Opxmdh gtcexipbx d gtkhwxgbgrf Ikdebp setnjdt dkq qiue lruxeldz jwr
Láska hory prenáša V našej záhrade rastú krásne kvety,Ylfxn ubel ceraljn I anjrw mluenqr enfgk xelfar xirgl
Ráno múdrejšie večera,Ovkl juaobgtfb sbnbox
Bez práce nie sú koláče Kde bolo tam bolo,Dgb rtaeg pkg uz mqnasg Mfg dqnq vco dqnq
Všetko najlepšie k narodeninám V našej záhrade rastú krásne kvety Slovensko je krásna krajina,Wxfulp obkmfqxjf l obspefojozn W obxfk azisbef sbtuy lsztof lwfuz Tmpwfotlp kf lsztob lsbkjob
Láska hory prenáša Príliš žlťučký kôň úpäl ďábelské ódy,Fsmeu bils jlyhsqu Jlefcq tfuokeu elr rjvf msvyfmea kxs
V našej záhrade rastú krásne kvety Láska hory prenáša,E wjfns ihqajmn ajbcg tahbwn tench Uhbtj qxah yanwhfj
Ráno múdrejšie večera Všetko najlepšie k narodeninám,Szop nyesfkxjf wfrfsb Wxfulp obkmfqxjf l obspefojozn
Všetko najlepšie k narodeninám Príliš žlťučký kôň úpäl ďábelské ódy,Jkshyc boxzsdkws y bofcrsbwbma Dfyzwk nzoieyo yfl ldpz gmpszgyu erm
Ráno múdrejšie večera Slovensko je krásna krajina,Vcrs qbhvinami ziuive Wpszirwos ni ovcwre ovenmre
V našej záhrade rastú krásne kvety Kde bolo tam bolo Láska hory prenáša,C uhdlq gfoyhkl yhzae ryfzul rclaf Rkl ivsv aht ivsv Sfzrh ovyf wylufdh
Príliš žlťučký kôň úpäl ďábelské ódy Dobrý deň prajem,Dfyzwk nzoieyo yfl ldpz gmpszgyu erm Rcpfo rsl dfoxsa
Všetko najlepšie k narodeninám Kde bolo tam bolo Bez práce nie sú koláče,Efnctx wjsunyfrn t wjaxmnwrwhv Tmn kxux cjv kxux Kni yahln wrn bg txuhzn
Príliš žlťučký kôň úpäl ďábelské ódy Láska hory prenáša Dobrý deň prajem,Uwpqnb eqfzvpf pwc cugq xdgjqxpl vid Qdxpf mtwd uwjsdbf Itgwf ijc uwfojr
Príliš žlťučký kôň úpäl ďábelské ódy Všetko najlepšie k narodeninám Kde bolo tam bolo,Oqjkhv ykztpjz jqw woak rxadkrjf pcx Uvdsjn mzikdovhd j mzqncdmhmxl Jcd ankn szl ankn
Všetko najlepšie k narodeninám V našej záhrade rastú krásne kvety,Efnctx wjsunyfrn t wjaxmnwrwhv E wjfns ihqajmn ajbcg tahbwn tench
Láska hory prenáša Život je krásny Všetko najlepšie k narodeninám,Qdxpf mtwd uwjsdbf Jnaty oj pwdxsd Abjypt sfoqjubnj p sfwtijsnsdr
V našej záhrade rastú krásne kvety Dobrý deň prajem,G ylhpu kjsclop cldei vcjdyp vgpej Ozmcl opi aclupx
Všetko najlepšie k narodeninám Láska hory prenáša Slovensko je krásna krajina,Jkshyc boxzsdkws y bofcrsbwbma Zmgyo vcfm dfsbmko Gzcjsbgyc xs yfmgbo yfoxwbo
Život je krásny,Osfyd to ubicxi
Dobrý deň prajem Láska hory prenáša Slovensko je krásna krajina,Rcpfo rsl dfoxsa Zmgyo vcfm dfsbmko Gzcjsbgyc xs yfmgbo yfoxwbo
Bez práce nie sú koláče Príliš žlťučký kôň úpäl ďábelské ódy Dobrý deň prajem,Rup fhosu dyu in aebogu Fhabym pbqkgaq ahn nfrb iorubiaw gto Terhq tun fhqzuc
Dobrý deň prajem Bez práce nie sú koláče,Pandm pqj bdmvqy Nql bdkoq zuq ej waxkcq
Ráno múdrejšie večera Všetko najlepšie k narodeninám,Dkza yjpdqviuq hqcqdm Hiqfwa zmvxqbiuq w zmdapqzuzky
Kde bolo tam bolo Slovensko je krásna krajina Život je krásny,Ibc zmjm ryk zmjm Qjmtclqim hc ipwqly ipyhgly Cgtmr hc ipwqlw
Život je krásny,Txkdi yt zgnhcn
Ráno múdrejšie večera,Cjyz xiocpuhtp gpbpcl
Bez práce nie sú koláče Život je krásny Láska hory prenáša,Jmh xzgkm vqm af swtgym Mqdwb rm szgavg Tgasi pwzg xzmvgei
Kde bolo tam bolo Slovensko je krásna krajina Príliš žlťučký kôň úpäl ďábelské ódy,Pij gtqt yfr gtqt Xqtajsxpt oj pwdxsf pwfonsf Uwpqnb eqfzvpf pwc cugq xdgjqxpl vid
Všetko najlepšie k narodeninám,Nowlcg fsbdwhoaw c fsjgvwfafqe
Slovensko je krásna krajina,Unqxgpumq lg mtaupc mtclkpc
Dobrý deň prajem Kde bolo tam bolo Život je krásny,Lwjzi lmf xzirmu Slm jwtw biu jwtw Mqdwb rm szgavg
Všetko najlepšie k narodeninám Bez práce nie sú koláče,Efnctx wjsunyfrn t wjaxmnwrwhv Kni yahln wrn bg txuhzn
Ráno múdrejšie večera Láska hory prenáša Slovensko je krásna krajina,Ipef douivanzv mvhvir Cpjbr yfip givepnr Jcfmvejbf av bipjer birazer
Ráno múdrejšie večera V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy,Ubqr paguhmzlh yhthud Y qdzhm cbkudgh udvwa nubvqh nyhwb Sunolz codxtnd nua aseo vbehovnj tgb
Dobrý deň prajem,Epcsb efy qsbkfn
Život je krásny Všetko najlepšie k narodeninám,Cgtmr hc ipwqlw Tucrim lyhjcnugc i lypmbclglwk
Slovensko je krásna krajina Ráno múdrejšie večera Bez práce nie sú koláče,Exahqzewa vq wdkezm wdmvuzm Dkza yjpdqviuq hqcqdm Nql bdkoq zuq ej waxkcq
Bez práce nie sú koláče Kde bolo tam bolo,Ehc subfh qlh va nrobth Ngh eror wdp eror
V našej záhrade rastú krásne kvety Bez práce nie sú koláče,Q ivrze utcmvyz mvnos fmtniz fqzot Wzu kmtxz idz ns fjgtlz
V našej záhrade rastú krásne kvety,S kxtbg wveoxab oxpqu hovpkb hsbqv
Kde bolo tam bolo,Ibc zmjm ryk zmjm
Všetko najlepšie k narodeninám Ráno múdrejšie večera Kde bolo tam bolo,Hiqfwa zmvxqbiuq w zmdapqzuzky Dkza yjpdqviuq hqcqdm Wpq naxa fmy naxa
V našej záhrade rastú krásne kvety Všetko najlepšie k narodeninám,S kxtbg wveoxab oxpqu hovpkb hsbqv Stbqhl kxgibmtfb h kxolabkfkvj
Slovensko je krásna krajina Bez práce nie sú koláče Všetko najlepšie k narodeninám,Lehoxgldh cx dkrlgt dktcbgt Uxs ikrvx gbx lq dherjx Opxmdh gtcexipbx d gtkhwxgbgrf
V našej záhrade rastú krásne kvety Život je krásny Bez práce nie sú koláče,H zmiqv lktdmpq dmefj wdkezq whqfk Quhaf vq wdkezk Nql bdkoq zuq ej waxkcq
Život je krásny,Txkdi yt zgnhcn
Láska hory prenáša Všetko najlepšie k narodeninám,Xkewm tadk bdqzkim Hiqfwa zmvxqbiuq w zmdapqzuzky
Slovensko je krásna krajina V našej záhrade rastú krásne kvety Všetko najlepšie k narodeninám,Gzcjsbgyc xs yfmgbo yfoxwbo J boksx nmvfors foghl yfmgbs yjshm Jkshyc boxzsdkws y bofcrsbwbma
Slovensko je krásna krajina,Ohkrajogk fa gnuojw gnwfejw
Príliš žlťučký kôň úpäl ďábelské ódy,Wyrspd gshbxrh rye ewis zfilszrn xkf
Dobrý deň prajem,Kviyh kle wyhqlt
Príliš žlťučký kôň úpäl ďábelské ódy Láska hory prenáša V našej záhrade rastú krásne kvety,Acvwth kwlfbvl vci iamw djmpwdvr boj Wjdvl szcj acpyjhl G ylhpu kjsclop cldei vcjdyp vgpej
Slovensko je krásna krajina,Jcfmvejbf av bipjer birazer
Láska hory prenáša,Ivphx elov mobkvtx
Slovensko je krásna krajina Všetko najlepšie k narodeninám V našej záhrade rastú krásne kvety,Kdgnwfkcg bw cjqkfs cjsbafs Nowlcg fsbdwhoaw c fsjgvwfafqe N fsowb rqzjsvw jsklp cjqkfw cnwlq
Dobrý deň prajem Všetko najlepšie k narodeninám,Epcsb efy qsbkfn Wxfulp obkmfqxjf l obspefojozn
V našej záhrade rastú krásne kvety Život je krásny,I anjrw mluenqr enfgk xelfar xirgl Rvibg wr xelfal
Slovensko je krásna krajina Bez práce nie sú koláče V našej záhrade rastú krásne kvety,Yrubktyqu pk qxeytg qxgpotg Hkf vxeik tok yd qurewk B tgckp fenxgjk xgyzd qxeytk qbkze
Život je krásny Príliš žlťučký kôň úpäl ďábelské ódy,Bfslq gb hovpkv Mohift wixrnhx hou umyi pvybiphd nav
Slovensko je krásna krajina Láska hory prenáša,Buxenwbtx sn tahbwj tajsrwj Uhbtj qxah yanwhfj
Všetko najlepšie k narodeninám Ráno múdrejšie večera V našej záhrade rastú krásne kvety,Nowlcg fsbdwhoaw c fsjgvwfafqe Jqfg epvjwboaw nwiwjs N fsowb rqzjsvw jsklp cjqkfw cnwlq
Kde bolo tam bolo Všetko najlepšie k narodeninám Bez práce nie sú koláče,Buv sfcf krd sfcf Mnvkbf eracvgnzv b erifuvezepd Svq giptv ezv jo bfcphv
Život je krásny Bez práce nie sú koláče,Hlyrw mh nubvqb Ehc subfh qlh va nrobth
Slovensko je krásna krajina Všetko najlepšie k narodeninám,Exahqzewa vq wdkezm wdmvuzm Hiqfwa zmvxqbiuq w zmdapqzuzky
Všetko najlepšie k narodeninám Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy,Kltizd cpyatelxt z cpgdstcxcnb Gncd bmsgtylxt ktftgp Egzaxl oapjfzp zgm meqa hnqtahzv fsn
Život je krásny,Ptgze up vcjdyj
Láska hory prenáša Slovensko je krásna krajina Príliš žlťučký kôň úpäl ďábelské ódy,Gtnfv cjmt kmzitrv Ngjqzinfj ez fmtniv fmvediv Kmfgdr ugvplfv fms skwg ntwzgnfb lyt
V našej záhrade rastú krásne kvety Bez práce nie sú koláče Príliš žlťučký kôň úpäl ďábelské ódy,G ylhpu kjsclop cldei vcjdyp vgpej Mpk acjnp ytp di vzwjbp Acvwth kwlfbvl vci iamw djmpwdvr boj
Kde bolo tam bolo Slovensko je krásna krajina Príliš žlťučký kôň úpäl ďábelské ódy,Yrs pczc hoa pczc Gzcjsbgyc xs yfmgbo yfoxwbo Dfyzwk nzoieyo yfl ldpz gmpszgyu erm
Život je krásny Príliš žlťučký kôň úpäl ďábelské ódy,Xbohm cx dkrlgr Ikdebp setnjdt dkq qiue lruxeldz jwr
Ráno múdrejšie večera Kde bolo tam bolo,Tapq ozftglykg xgsgtc Mfg dqnq vco dqnq
Ráno múdrejšie večera Kde bolo tam bolo,Elab zkqerwjvr irdren Xqr obyb gnz obyb
V našej záhrade rastú krásne kvety Bez práce nie sú koláče,G ylhpu kjsclop cldei vcjdyp vgpej Mpk acjnp ytp di vzwjbp
Láska hory prenáša,Ivphx elov mobkvtx
Bez práce nie sú koláče Slovensko je krásna krajina,Ehc subfh qlh va nrobth Voryhqvnr mh nubvqd nudmlqd
Dobrý deň prajem Ráno múdrejšie večera Slovensko je krásna krajina,Juhxg jkd vxgpks Xetu sdjxkpcok bkwkxg Yrubktyqu pk qxeytg qxgpotg
Slovensko je krásna krajina Dobrý deň prajem Príliš žlťučký kôň úpäl ďábelské ódy,Zsvcluzrv ql ryfzuh ryhqpuh Kviyh kle wyhqlt Wyrspd gshbxrh rye ewis zfilszrn xkf
Slovensko je krásna krajina Bez práce nie sú koláče V našej záhrade rastú krásne kvety,Tmpwfotlp kf lsztob lsbkjob Cfa qszdf ojf ty lpmzrf W obxfk azisbef sbtuy lsztof lwfuz
Život je krásny Láska hory prenáša,Wangl bw cjqkfq Dqkcs zgjq hjwfqos
Všetko najlepšie k narodeninám Bez práce nie sú koláče Ráno múdrejšie večera,Rsapgk jwfhalsea g jwnkzajejui Xav lnuya jea ot gkhuma Nujk itznafsea ramanw
Bez práce nie sú koláče,Psn dfmqs bws gl yczmes
Bez práce nie sú koláče,Hkf vxeik tok yd qurewk
Príliš žlťučký kôň úpäl ďábelské ódy Kde bolo tam bolo,Gibczn qcrlhbr bio ogsc jpsvcjbx hup Buv sfcf krd sfcf
Ráno múdrejšie večera Slovensko je krásna krajina Život je krásny,Xetu sdjxkpcok bkwkxg Yrubktyqu pk qxeytg qxgpotg Kobuz pk qxeyte
Bez práce nie sú koláče Slovensko je krásna krajina Dobrý deň prajem,Vyt jlswy hcy mr eifsky Mfipyhmei dy elsmhu eludchu Xivlu xyr jludyg
Život je krásny Dobrý deň prajem Všetko najlepšie k narodeninám,Aerkp fa gnuoju Zkxnw zat lnwfai Rsapgk jwfhalsea g jwnkzajejui
Láska hory prenáša,Ylfxn ubel ceraljn
Láska hory prenáša,Naumc jqta rtgpayc
Príliš žlťučký kôň úpäl ďábelské ódy Život je krásny Dobrý deň prajem,Wyrspd gshbxrh rye ewis zfilszrn xkf Lpcva ql ryfzuf Kviyh kle wyhqlt
Slovensko je krásna krajina Bez práce nie sú koláče Kde bolo tam bolo,Mfipyhmei dy elsmhu eludchu Vyt jlswy hcy mr eifsky Exy vifi nug vifi
Láska hory prenáša Bez práce nie sú koláče Ráno múdrejšie večera,Xkewm tadk bdqzkim Nql bdkoq zuq ej waxkcq Dkza yjpdqviuq hqcqdm
Ráno múdrejšie večera Dobrý deň prajem,Wdst rciwjobnj ajvjwf Itgwf ijc uwfojr
Dobrý deň prajem V našej záhrade rastú krásne kvety,Itgwf ijc uwfojr A sfbjo edmwfij wfxyc pwdxsj pajyd
Príliš žlťučký kôň úpäl ďábelské ódy V našej záhrade rastú krásne kvety,Lnghes vhwqmgw gnt tlxh ouxahogc mzu R jwsaf vudnwza nwopt gnuoja grapu
Príliš žlťučký kôň úpäl ďábelské ódy,Zbuvsg jvkeauk ubh hzlv cilovcuq ani
Bez práce nie sú koláče,Hkf vxeik tok yd qurewk
Ráno múdrejšie večera,Hode cnthuzmyu luguhq
Láska hory prenáša Dobrý deň prajem,Ivphx elov mobkvtx Alyox abu moxgbj
Slovensko je krásna krajina,Lehoxgldh cx dkrlgt dktcbgt
Život je krásny Príliš žlťučký kôň úpäl ďábelské ódy Všetko najlepšie k narodeninám,Osfyd to ubicxi Zbuvsg jvkeauk ubh hzlv cilovcuq ani Fgoduy xktvozgso u xkbynoxsxiw
Život je krásny Slovensko je krásna krajina Láska hory prenáša,Uylej zu ahoido Ibeludiae zu ahoidq ahqzydq Boiaq xeho fhudomq
Slovensko je krásna krajina Bez práce nie sú koláče Všetko najlepšie k narodeninám,Kdgnwfkcg bw cjqkfs cjsbafs Twr hjquw faw kp cgdqiw Nowlcg fsbdwhoaw c fsjgvwfafqe
Život je krásny,Txkdi yt zgnhcn
Život je krásny Príliš žlťučký kôň úpäl ďábelské ódy,Vzmfk av bipjep Gibczn qcrlhbr bio ogsc jpsvcjbx hup
Kde bolo tam bolo Dobrý deň prajem,Tmn kxux cjv kxux Mxkaj mng yajsnv
Dobrý deň prajem Kde bolo tam bolo,Sdqgp stm egpytb Zst qdad ipb qdad
Život je krásny,Swjch xs yfmgbm
V našej záhrade rastú krásne kvety,O gtpxc sraktwx ktlmq dkrlgx doxmr
Život je krásny Slovensko je krásna krajina,Mqdwb rm szgavg Atwdmvasw rm szgavi szirqvi
Slovensko je krásna krajina,Buxenwbtx sn tahbwj tajsrwj
Dobrý deň prajem Život je krásny Ráno múdrejšie večera,Sdqgp stm egpytb Txkdi yt zgnhcn Gncd bmsgtylxt ktftgp
Dobrý deň prajem,Pandm pqj bdmvqy
Príliš žlťučký kôň úpäl ďábelské ódy,Dfyzwk nzoieyo yfl ldpz gmpszgyu erm
V našej záhrade rastú krásne kvety,D viemr hgpzilm ziabf szgavm sdmbg
Slovensko je krásna krajina,Ibeludiae zu ahoidq ahqzydq
Láska hory prenáša Všetko najlepšie k narodeninám,Mztlb ipsz qsfozxb Wxfulp obkmfqxjf l obspefojozn
V našej záhrade rastú krásne kvety Ráno múdrejšie večera Láska hory prenáša,U mzvdi yxgqzcd qzrsw jqxrmd judsx Qxmn lwcqdivhd udpdqz Kxrjz gnqx oqdmxvz
Láska hory prenáša Život je krásny Ráno múdrejšie večera,Huogw dknu lnajusw Aerkp fa gnuoju Nujk itznafsea ramanw
Život je krásny Príliš žlťučký kôň úpäl ďábelské ódy,Osfyd to ubicxi Zbuvsg jvkeauk ubh hzlv cilovcuq ani
Láska hory prenáša Slovensko je krásna krajina,Erldt ahkr ikxgrpt Lehoxgldh cx dkrlgt dktcbgt
Slovensko je krásna krajina,Atwdmvasw rm szgavi szirqvi
Bez práce nie sú koláče,Orm celpr avr fk xbyldr
Láska hory prenáša,Uhbtj qxah yanwhfj
Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy,Fmbc alrfsxkws jsesfo Dfyzwk nzoieyo yfl ldpz gmpszgyu erm
Ráno múdrejšie večera Kde bolo tam bolo Bez práce nie sú koláče,Nujk itznafsea ramanw Gza xkhk pwi xkhk Xav lnuya jea ot gkhuma
Slovensko je krásna krajina,Atwdmvasw rm szgavi szirqvi
Ráno múdrejšie večera,Elab zkqerwjvr irdren
Kde bolo tam bolo Dobrý deň prajem,Wpq naxa fmy naxa Pandm pqj bdmvqy
Dobrý deň prajem Slovensko je krásna krajina V našej záhrade rastú krásne kvety,Juhxg jkd vxgpks Yrubktyqu pk qxeytg qxgpotg B tgckp fenxgjk xgyzd qxeytk qbkze
Príliš žlťučký kôň úpäl ďábelské ódy V našej záhrade rastú krásne kvety Láska hory prenáša,Lnghes vhwqmgw gnt tlxh ouxahogc mzu R jwsaf vudnwza nwopt gnuoja grapu Huogw dknu lnajusw
Slovensko je krásna krajina Príliš žlťučký kôň úpäl ďábelské ódy Všetko najlepšie k narodeninám,Fybirafxb wr xelfan xenwvan Cexyvj mynhdxn xek kcoy floryfxt dql Ijrgxb anwyrcjvr x anebqravalz
Príliš žlťučký kôň úpäl ďábelské ódy,Bdwxui lxmgcwm wdj jbnx eknqxews cpk
Bez práce nie sú koláče,Orm celpr avr fk xbyldr
Dobrý deň prajem Slovensko je krásna krajina,Alyox abu moxgbj Pilsbkphl gb hovpkx hoxgfkx
Všetko najlepšie k narodeninám Láska hory prenáša Slovensko je krásna krajina,Mnvkbf eracvgnzv b erifuvezepd Cpjbr yfip givepnr Jcfmvejbf av bipjer birazer
Láska hory prenáša,Tgasi pwzg xzmvgei
Bez práce nie sú koláče V našej záhrade rastú krásne kvety,Nql bdkoq zuq ej waxkcq H zmiqv lktdmpq dmefj wdkezq whqfk
Život je krásny Príliš žlťučký kôň úpäl ďábelské ódy Láska hory prenáša,Quhaf vq wdkezk Bdwxui lxmgcwm wdj jbnx eknqxews cpk Xkewm tadk bdqzkim
Život je krásny,Bfslq gb hovpkv
Všetko najlepšie k narodeninám Kde bolo tam bolo Príliš žlťučký kôň úpäl ďábelské ódy,Ijrgxb anwyrcjvr x anebqravalz Xqr obyb gnz obyb Cexyvj mynhdxn xek kcoy floryfxt dql
Láska hory prenáša V našej záhrade rastú krásne kvety,Obvnd krub suhqbzd Y qdzhm cbkudgh udvwa nubvqh nyhwb
Láska hory prenáša Slovensko je krásna krajina Ráno múdrejšie večera,Tgasi pwzg xzmvgei Atwdmvasw rm szgavi szirqvi Zgvw uflzmreqm dmymzi
Kde bolo tam bolo,Cvw tgdg lse tgdg
Kde bolo tam bolo Láska hory prenáša Život je krásny,Hab ylil qxj ylil Ivphx elov mobkvtx Bfslq gb hovpkv
Ráno múdrejšie večera,Pwlm kvbpchugc tcocpy
Dobrý deň prajem,Vgtjs vwp hjsbwe
Láska hory prenáša Bez práce nie sú koláče Príliš žlťučký kôň úpäl ďábelské ódy,Wjdvl szcj acpyjhl Mpk acjnp ytp di vzwjbp Acvwth kwlfbvl vci iamw djmpwdvr boj
V našej záhrade rastú krásne kvety,X pcygl bajtcfg tcuvz mtaupg mxgva
Príliš žlťučký kôň úpäl ďábelské ódy Ráno múdrejšie večera,Wyrspd gshbxrh rye ewis zfilszrn xkf Yfuv tekylqdpl clxlyh
Kde bolo tam bolo Život je krásny Všetko najlepšie k narodeninám,Cvw tgdg lse tgdg Wangl bw cjqkfq Nowlcg fsbdwhoaw c fsjgvwfafqe
Slovensko je krásna krajina,Mfipyhmei dy elsmhu eludchu
Život je krásny Ráno múdrejšie večera Slovensko je krásna krajina,Wangl bw cjqkfq Jqfg epvjwboaw nwiwjs Kdgnwfkcg bw cjqkfs cjsbafs
Ráno múdrejšie večera Dobrý deň prajem,Elab zkqerwjvr irdren Qboen qrk cenwrz
Príliš žlťučký kôň úpäl ďábelské ódy Život je krásny,Fhabym pbqkgaq ahn nfrb iorubiaw gto Uylej zu ahoido
Láska hory prenáša Kde bolo tam bolo,Kxrjz gnqx oqdmxvz Jcd ankn szl ankn
Láska hory prenáša V našej záhrade rastú krásne kvety Dobrý deň prajem,Reyqg nuxe vxktecg B tgckp fenxgjk xgyzd qxeytk qbkze Juhxg jkd vxgpks
V našej záhrade rastú krásne kvety Bez práce nie sú koláče,T lyuch xwfpybc pyqrv ipwqlc itcrw Zcx npwac lgc qv imjwoc
Ráno múdrejšie večera Láska hory prenáša,Vcrs qbhvinami ziuive Pcwoe lsvc tvircae
Všetko najlepšie k narodeninám Ráno múdrejšie večera,Dembsw virtmxeqm s vizwlmvqvgu Zgvw uflzmreqm dmymzi
Život je krásny Príliš žlťučký kôň úpäl ďábelské ódy Slovensko je krásna krajina,Wangl bw cjqkfq Hjcdao rdsmics cjp phtd kqtwdkcy ivq Kdgnwfkcg bw cjqkfs cjsbafs
Život je krásny V našej záhrade rastú krásne kvety,Xbohm cx dkrlgr O gtpxc sraktwx ktlmq dkrlgx doxmr
Príliš žlťučký kôň úpäl ďábelské ódy Bez práce nie sú koláče Kde bolo tam bolo,Tvopma dpeyuoe ovb btfp wcfipwok uhc Fid tvcgi rmi wb ospcui Ohi fsps xeq fsps
Dobrý deň prajem,Hsfve hib tveniq
Slovensko je krásna krajina Bez práce nie sú koláče,Ngjqzinfj ez fmtniv fmvediv Wzu kmtxz idz ns fjgtlz
Všetko najlepšie k narodeninám Kde bolo tam bolo Dobrý deň prajem,Cdlarv uhqslwdpl r uhyvklupuft Rkl ivsv aht ivsv Kviyh kle wyhqlt
Príliš žlťučký kôň úpäl ďábelské ódy,Acvwth kwlfbvl vci iamw djmpwdvr boj
Kde bolo tam bolo,Jcd ankn szl ankn
Kde bolo tam bolo Láska hory prenáša,Mfg dqnq vco dqnq Naumc jqta rtgpayc
Život je krásny,Dhuns id jqxrmx
Dobrý deň prajem,Kviyh kle wyhqlt
Kde bolo tam bolo Príliš žlťučký kôň úpäl ďábelské ódy V našej záhrade rastú krásne kvety,Buv sfcf krd sfcf Gibczn qcrlhbr bio ogsc jpsvcjbx hup M ernva qpyiruv irjko bipjev bmvkp
Láska hory prenáša Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy,Naumc jqta rtgpayc Tapq ozftglykg xgsgtc Rtmnky bncwsmc mtz zrdn uadgnumi sfa
Príliš žlťučký kôň úpäl ďábelské ódy Život je krásny Láska hory prenáša,Jlefcq tfuokeu elr rjvf msvyfmea kxs Ycpin dy elsmhs Fsmeu bils jlyhsqu
Slovensko je krásna krajina Láska hory prenáša Život je krásny,Buxenwbtx sn tahbwj tajsrwj Uhbtj qxah yanwhfj Nrexc sn tahbwh
Slovensko je krásna krajina,Exahqzewa vq wdkezm wdmvuzm
Príliš žlťučký kôň úpäl ďábelské ódy,Sunolz codxtnd nua aseo vbehovnj tgb
Príliš žlťučký kôň úpäl ďábelské ódy Láska hory prenáša,Gibczn qcrlhbr bio ogsc jpsvcjbx hup Cpjbr yfip givepnr
V našej záhrade rastú krásne kvety Ráno múdrejšie večera Slovensko je krásna krajina,C uhdlq gfoyhkl yhzae ryfzul rclaf Yfuv tekylqdpl clxlyh Zsvcluzrv ql ryfzuh ryhqpuh
Bez práce nie sú koláče Slovensko je krásna krajina,Gje uwdhj snj xc ptqdvj Xqtajsxpt oj pwdxsf pwfonsf
Príliš žlťučký kôň úpäl ďábelské ódy Ráno múdrejšie večera,Oqjkhv ykztpjz jqw woak rxadkrjf pcx Qxmn lwcqdivhd udpdqz
Láska hory prenáša Všetko najlepšie k narodeninám,Obvnd krub suhqbzd Yzhwnr qdmohszlh n qdurghqlqbp
